Traded,Ticker,net_sentiment,weighted_sentiment,net_sentiment_D,net_sentiment_R,total_trades,avg_trade_size
2012-02-27 00:00:00+00:00,EP$C,-1,-8000.5,-1,0,1,8000.5
2012-03-20 00:00:00+00:00,EP$C,-1,-8000.5,-1,0,1,8000.5
2012-06-06 00:00:00+00:00,KSU,1,8000.5,1,0,1,8000.5
2012-07-24 00:00:00+00:00,PG,-1,-8000.5,-1,0,1,8000.5
2012-07-26 00:00:00+00:00,CAT,1,8000.5,1,0,1,8000.5
2012-08-16 00:00:00+00:00,PG,-1,-8000.5,-1,0,1,8000.5
2012-09-13 00:00:00+00:00,DD,1,8000.5,1,0,1,8000.5
2012-11-13 00:00:00+00:00,LMT,-1,-8000.5,-1,0,1,8000.5
2012-12-17 00:00:00+00:00,DD,1,8000.5,1,0,1,8000.5
2013-01-01 00:00:00+00:00,ABBV,0,0.0,0,0,1,8000.5
2013-01-02 00:00:00+00:00,ABBV,1,8000.5,1,0,1,8000.5
2013-01-09 00:00:00+00:00,GMXRQ,1,8000.5,0,1,1,8000.5
2013-01-15 00:00:00+00:00,KMI,1,8000.5,1,0,1,8000.5
2013-01-17 00:00:00+00:00,GOOGL,-1,-8000.5,-1,0,1,8000.5
2013-01-24 00:00:00+00:00,AAPL,0,0.0,0,0,1,8000.5
2013-01-24 00:00:00+00:00,STT,-1,-8000.5,0,-1,1,8000.5
2013-01-30 00:00:00+00:00,PNC,1,8000.5,0,1,1,8000.5
2013-02-13 00:00:00+00:00,CCL,-1,-8000.5,-1,0,1,8000.5
2013-02-13 00:00:00+00:00,MLPN,2,16001.0,2,0,2,8000.5
2013-02-19 00:00:00+00:00,MLPN,2,16001.0,2,0,2,8000.5
2013-02-20 00:00:00+00:00,UIS,-1,-8000.5,-1,0,1,8000.5
2013-02-26 00:00:00+00:00,CSCO,-2,-16001.0,-2,0,2,8000.5
2013-03-04 00:00:00+00:00,COH,-1,-8000.5,-1,0,1,8000.5
2013-03-04 00:00:00+00:00,FEZ,1,32500.5,1,0,1,32500.5
2013-03-04 00:00:00+00:00,GLW,-1,-8000.5,-1,0,1,8000.5
2013-03-04 00:00:00+00:00,STJ,-1,-8000.5,-1,0,1,8000.5
2013-03-05 00:00:00+00:00,IYG,1,32500.5,1,0,1,32500.5
2013-03-07 00:00:00+00:00,DORM,-1,-8000.5,-1,0,1,8000.5
2013-03-12 00:00:00+00:00,ATMP,1,8000.5,1,0,1,8000.5
2013-03-15 00:00:00+00:00,ATMP,3,24001.5,3,0,3,8000.5
2013-03-15 00:00:00+00:00,DD,1,8000.5,1,0,1,8000.5
2013-03-15 00:00:00+00:00,MLPN,-1,-8000.5,-1,0,1,8000.5
2013-03-28 00:00:00+00:00,PAA,-1,-8000.5,-1,0,1,8000.5
2013-04-05 00:00:00+00:00,ADM,-1,-8000.5,-1,0,1,8000.5
2013-04-08 00:00:00+00:00,WCRX,1,8000.5,0,1,1,8000.5
2013-04-15 00:00:00+00:00,BHP,-1,-8000.5,0,-1,1,8000.5
2013-04-15 00:00:00+00:00,WFT,-1,-8000.5,0,-1,1,8000.5
2013-04-16 00:00:00+00:00,BDX,-1,-8000.5,0,-1,1,8000.5
2013-04-19 00:00:00+00:00,AAPL,1,8000.5,0,1,1,8000.5
2013-04-22 00:00:00+00:00,IBM,1,8000.5,0,1,1,8000.5
2013-04-22 00:00:00+00:00,WFT,-1,-8000.5,0,-1,1,8000.5
2013-04-24 00:00:00+00:00,DLPH,1,32500.5,1,0,1,32500.5
2013-04-26 00:00:00+00:00,EMR,-1,-8000.5,0,-1,1,8000.5
2013-04-29 00:00:00+00:00,CG,1,175000.5,0,1,1,175000.5
2013-04-29 00:00:00+00:00,QCOM,-1,-8000.5,0,-1,1,8000.5
2013-05-01 00:00:00+00:00,KMP,0,0.0,0,0,1,32500.5
2013-05-02 00:00:00+00:00,ARG,-1,-8000.5,0,-1,1,8000.5
2013-05-02 00:00:00+00:00,WLL,1,8000.5,0,1,1,8000.5
2013-05-03 00:00:00+00:00,VCLT,1,8000.5,0,1,1,8000.5
2013-05-06 00:00:00+00:00,EXXI,1,8000.5,0,1,1,8000.5
2013-05-08 00:00:00+00:00,USB$N,-1,-8000.5,-1,0,1,8000.5
2013-05-08 00:00:00+00:00,YUM,-1,-8000.5,-1,0,1,8000.5
2013-05-10 00:00:00+00:00,KEY,1,8000.5,0,1,1,8000.5
2013-05-10 00:00:00+00:00,TSCO,-1,-8000.5,0,-1,1,8000.5
2013-05-18 00:00:00+00:00,CAT,-1,-8000.5,-1,0,1,8000.5
2013-05-20 00:00:00+00:00,SWI,1,8000.5,0,1,1,8000.5
2013-05-24 00:00:00+00:00,TRN,1,32500.5,0,1,1,32500.5
2013-05-30 00:00:00+00:00,GIS,1,8000.5,0,1,1,8000.5
2013-05-31 00:00:00+00:00,BCE,0,0.0,0,0,1,8000.5
2013-06-06 00:00:00+00:00,TRN,1,8000.5,0,1,1,8000.5
2013-06-13 00:00:00+00:00,DD,1,8000.5,1,0,1,8000.5
2013-06-17 00:00:00+00:00,ARP,1,32500.5,0,1,1,32500.5
2013-06-28 00:00:00+00:00,NTRI,-1,-8000.5,-1,0,1,8000.5
2013-07-01 00:00:00+00:00,DE,2,65001.0,0,2,2,32500.5
2013-07-01 00:00:00+00:00,POT,1,8000.5,1,0,1,8000.5
2013-07-12 00:00:00+00:00,CSCO,-1,-8000.5,-1,0,1,8000.5
2013-07-19 00:00:00+00:00,MSFT,1,32500.5,0,1,1,32500.5
2013-07-25 00:00:00+00:00,CMLP,0,0.0,0,0,1,8000.5
2013-07-26 00:00:00+00:00,BBL,2,16001.0,0,2,2,8000.5
2013-07-26 00:00:00+00:00,EMR,2,16001.0,0,2,2,8000.5
2013-07-31 00:00:00+00:00,AAPL,0,0.0,0,0,1,8000.5
2013-08-09 00:00:00+00:00,SAPE,-1,-8000.5,0,-1,1,8000.5
2013-08-14 00:00:00+00:00,USB$N,-1,-8000.5,-1,0,1,8000.5
2013-08-16 00:00:00+00:00,CDNS,1,8000.5,0,1,1,8000.5
2013-08-22 00:00:00+00:00,C,1,8000.5,1,0,1,8000.5
2013-09-04 00:00:00+00:00,PLUG,-1,-8000.5,0,-1,1,8000.5
2013-09-09 00:00:00+00:00,DFS,1,8000.5,0,1,1,8000.5
2013-09-13 00:00:00+00:00,DD,1,8000.5,1,0,1,8000.5
2013-09-15 00:00:00+00:00,MSFT,1,32500.5,0,1,1,32500.5
2013-09-16 00:00:00+00:00,AOS,-1,-8000.5,-1,0,1,8000.5
2013-09-16 00:00:00+00:00,BA,-1,-8000.5,-1,0,1,8000.5
2013-09-16 00:00:00+00:00,LLTI,-1,-32500.5,0,-1,1,32500.5
2013-09-20 00:00:00+00:00,AOS,-1,-8000.5,-1,0,1,8000.5
2013-09-20 00:00:00+00:00,BA,-1,-8000.5,-1,0,1,8000.5
2013-09-20 00:00:00+00:00,DD,-1,-8000.5,-1,0,1,8000.5
2013-09-20 00:00:00+00:00,MMM,-1,-8000.5,-1,0,1,8000.5
2013-09-20 00:00:00+00:00,SI,-1,-8000.5,-1,0,1,8000.5
2013-09-27 00:00:00+00:00,CTSH,1,8000.5,1,0,1,8000.5
2013-10-01 00:00:00+00:00,ACT,0,0.0,0,0,2,32500.5
2013-10-22 00:00:00+00:00,AAPL,0,0.0,0,0,1,8000.5
2013-10-24 00:00:00+00:00,HNZ,-1,-8000.5,-1,0,1,8000.5
2013-11-01 00:00:00+00:00,PART INTEREST,1,175000.5,1,0,1,175000.5
2013-11-05 00:00:00+00:00,CTL,0,0.0,0,0,1,32500.5
2013-11-05 00:00:00+00:00,TRN,0,0.0,0,0,1,32500.5
2013-11-05 00:00:00+00:00,USG,1,32500.5,0,1,1,32500.5
2013-11-11 00:00:00+00:00,EXC,-1,-8000.5,0,-1,1,8000.5
2013-11-12 00:00:00+00:00,LEA,1,8000.5,0,1,1,8000.5
2013-11-21 00:00:00+00:00,TRN,0,0.0,0,0,1,32500.5
2013-12-02 00:00:00+00:00,NGLS,1,8000.5,0,1,1,8000.5
2013-12-04 00:00:00+00:00,BBEP,-1,-375000.5,0,-1,1,375000.5
2013-12-04 00:00:00+00:00,WMB,-1,-375000.5,0,-1,1,375000.5
2013-12-05 00:00:00+00:00,BMR,-1,-175000.5,0,-1,1,175000.5
2013-12-05 00:00:00+00:00,CSCO,-1,-175000.5,0,-1,1,175000.5
2013-12-05 00:00:00+00:00,MCD,-1,-32500.5,0,-1,1,32500.5
2013-12-06 00:00:00+00:00,DKS,-1,-8000.5,0,-1,1,8000.5
2013-12-06 00:00:00+00:00,GMLP,1,375000.5,0,1,1,375000.5
2013-12-06 00:00:00+00:00,NGL,1,375000.5,0,1,1,375000.5
2013-12-09 00:00:00+00:00,EPD,-1,-375000.5,0,-1,1,375000.5
2013-12-09 00:00:00+00:00,MIE,1,175000.5,0,1,1,175000.5
2013-12-09 00:00:00+00:00,NML,1,175000.5,0,1,1,175000.5
2013-12-10 00:00:00+00:00,AAPL,-1,-8000.5,0,-1,1,8000.5
2013-12-11 00:00:00+00:00,BWA,1,8000.5,0,1,1,8000.5
2013-12-11 00:00:00+00:00,CAM,-1,-8000.5,0,-1,1,8000.5
2013-12-11 00:00:00+00:00,JEC,1,8000.5,0,1,1,8000.5
2013-12-11 00:00:00+00:00,WLL,-1,-8000.5,0,-1,1,8000.5
2013-12-13 00:00:00+00:00,CMS,-1,-8000.5,0,-1,1,8000.5
2013-12-13 00:00:00+00:00,DLR,-1,-8000.5,0,-1,1,8000.5
2013-12-13 00:00:00+00:00,IYR,1,8000.5,0,1,1,8000.5
2013-12-13 00:00:00+00:00,MWE,1,32500.5,0,1,1,32500.5
2013-12-13 00:00:00+00:00,TDG,1,8000.5,0,1,1,8000.5
2013-12-13 00:00:00+00:00,TXN,1,8000.5,0,1,1,8000.5
2013-12-13 00:00:00+00:00,VTR,-1,-8000.5,0,-1,1,8000.5
2013-12-13 00:00:00+00:00,WFC,1,8000.5,0,1,1,8000.5
2013-12-16 00:00:00+00:00,DD,1,8000.5,1,0,1,8000.5
2013-12-18 00:00:00+00:00,CTRX,1,8000.5,0,1,1,8000.5
2013-12-18 00:00:00+00:00,CTXS,-1,-8000.5,0,-1,1,8000.5
2013-12-18 00:00:00+00:00,TKR,1,8000.5,0,1,1,8000.5
2013-12-19 00:00:00+00:00,CTXS,-1,-8000.5,0,-1,1,8000.5
2013-12-19 00:00:00+00:00,NGL,-1,-375000.5,0,-1,1,375000.5
2013-12-19 00:00:00+00:00,SLB,-1,-8000.5,0,-1,1,8000.5
2013-12-19 00:00:00+00:00,V,1,8000.5,1,0,1,8000.5
2013-12-20 00:00:00+00:00,AAPL,-1,-8000.5,0,-1,1,8000.5
2013-12-20 00:00:00+00:00,BIIB,-1,-8000.5,-1,0,1,8000.5
2013-12-20 00:00:00+00:00,CMI,-1,-8000.5,-1,0,1,8000.5
2013-12-20 00:00:00+00:00,EVEP,1,375000.5,0,1,1,375000.5
2013-12-20 00:00:00+00:00,GM,-1,-8000.5,-1,0,1,8000.5
2013-12-20 00:00:00+00:00,GMCR,-2,-16001.0,-2,0,2,8000.5
2013-12-20 00:00:00+00:00,MIE,1,32500.5,0,1,1,32500.5
2013-12-20 00:00:00+00:00,NML,1,32500.5,0,1,1,32500.5
2013-12-20 00:00:00+00:00,RRTS,-2,-16001.0,-2,0,2,8000.5
2013-12-20 00:00:00+00:00,SUSP,-3,-48501.5,-3,0,3,16167.166666666666
2013-12-20 00:00:00+00:00,UHAL,-1,-8000.5,-1,0,1,8000.5
2013-12-23 00:00:00+00:00,AAPL,1,8000.5,0,1,1,8000.5
2013-12-23 00:00:00+00:00,CSCO,-1,-8000.5,0,-1,1,8000.5
2013-12-23 00:00:00+00:00,DFS,1,8000.5,0,1,1,8000.5
2013-12-23 00:00:00+00:00,SCZ,1,75000.5,0,1,1,75000.5
2013-12-23 00:00:00+00:00,SLB,1,32500.5,0,1,1,32500.5
2013-12-24 00:00:00+00:00,CTRX,1,8000.5,0,1,1,8000.5
2013-12-24 00:00:00+00:00,FAST,1,8000.5,0,1,1,8000.5
2013-12-24 00:00:00+00:00,NOV,1,32500.5,0,1,1,32500.5
2013-12-26 00:00:00+00:00,AAPL,-1,-32500.5,0,-1,1,32500.5
2013-12-26 00:00:00+00:00,APA,1,75000.5,0,1,1,75000.5
2013-12-26 00:00:00+00:00,FDX,-1,-8000.5,0,-1,1,8000.5
2013-12-26 00:00:00+00:00,HIL,-1,-32500.5,-1,0,1,32500.5
2013-12-26 00:00:00+00:00,KKD,1,32500.5,0,1,1,32500.5
2013-12-26 00:00:00+00:00,NOV,1,32500.5,0,1,1,32500.5
2013-12-26 00:00:00+00:00,VWO,1,32500.5,0,1,1,32500.5
2013-12-27 00:00:00+00:00,CBA,1,75000.5,0,1,1,75000.5
2013-12-27 00:00:00+00:00,DGX,-1,-175000.5,0,-1,1,175000.5
2013-12-27 00:00:00+00:00,DLR,-1,-175000.5,0,-1,1,175000.5
2013-12-27 00:00:00+00:00,EVEP,1,75000.5,0,1,1,75000.5
2013-12-27 00:00:00+00:00,GMLP,-1,-375000.5,0,-1,1,375000.5
2013-12-27 00:00:00+00:00,MWE,1,75000.5,0,1,1,75000.5
2013-12-27 00:00:00+00:00,QQQ,1,175000.5,0,1,1,175000.5
2013-12-30 00:00:00+00:00,AAPL,0,0.0,0,0,2,8000.5
2013-12-30 00:00:00+00:00,ABT,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,ACN,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,ADP,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,CBA,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,CL,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,DD,-1,-32500.5,0,-1,1,32500.5
2013-12-30 00:00:00+00:00,DGX,-1,-8000.5,0,-1,1,8000.5
2013-12-30 00:00:00+00:00,GIS,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,GS,-1,-8000.5,0,-1,1,8000.5
2013-12-30 00:00:00+00:00,IBM,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,INTC,-1,-32500.5,0,-1,1,32500.5
2013-12-30 00:00:00+00:00,JNJ,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,JPM,0,0.0,0,0,2,8000.5
2013-12-30 00:00:00+00:00,KMI,-1,-32500.5,0,-1,1,32500.5
2013-12-30 00:00:00+00:00,LLY,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,LMT,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,MA,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,MCD,-1,-32500.5,0,-1,1,32500.5
2013-12-30 00:00:00+00:00,MMM,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,MSFT,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,OKE,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,PM,-1,-32500.5,0,-1,1,32500.5
2013-12-30 00:00:00+00:00,PNC,-1,-8000.5,0,-1,1,8000.5
2013-12-30 00:00:00+00:00,QQQ,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,RDS.A,-1,-75000.5,0,-1,1,75000.5
2013-12-30 00:00:00+00:00,RPXC,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,SCZ,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,SNI,-1,-8000.5,0,-1,1,8000.5
2013-12-30 00:00:00+00:00,T,-1,-32500.5,0,-1,1,32500.5
2013-12-30 00:00:00+00:00,TGT,1,32500.5,0,1,1,32500.5
2013-12-30 00:00:00+00:00,TJX,1,8000.5,0,1,1,8000.5
2013-12-30 00:00:00+00:00,WMB,1,8000.5,0,1,1,8000.5
2013-12-31 00:00:00+00:00,BIIB,-1,-8000.5,-1,0,1,8000.5
2013-12-31 00:00:00+00:00,DIS,-1,-8000.5,-1,0,1,8000.5
2013-12-31 00:00:00+00:00,UHAL,-1,-8000.5,-1,0,1,8000.5
2013-12-31 00:00:00+00:00,XOM,-1,-8000.5,-1,0,1,8000.5
2014-01-03 00:00:00+00:00,NOV,1,8000.5,0,1,1,8000.5
2014-01-03 00:00:00+00:00,QQQ,1,32500.5,0,1,1,32500.5
2014-01-03 00:00:00+00:00,SCZ,1,32500.5,0,1,1,32500.5
2014-01-03 00:00:00+00:00,TEG,-1,-8000.5,0,-1,1,8000.5
2014-01-06 00:00:00+00:00,CBA,1,375000.5,0,1,1,375000.5
2014-01-06 00:00:00+00:00,TLLP,-1,-375000.5,0,-1,1,375000.5
2014-01-07 00:00:00+00:00,AAPL,1,8000.5,0,1,1,8000.5
2014-01-07 00:00:00+00:00,EBAY,-1,-8000.5,0,-1,1,8000.5
2014-01-07 00:00:00+00:00,GIS,1,8000.5,0,1,1,8000.5
2014-01-07 00:00:00+00:00,GWRE,1,8000.5,0,1,1,8000.5
2014-01-07 00:00:00+00:00,INTU,1,32500.5,1,0,1,32500.5
2014-01-07 00:00:00+00:00,MEG,-1,-8000.5,-1,0,1,8000.5
2014-01-07 00:00:00+00:00,MTZ,-1,-8000.5,-1,0,1,8000.5
2014-01-08 00:00:00+00:00,A,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AAPL,2,83001.0,0,2,2,41500.5
2014-01-08 00:00:00+00:00,AAT,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ABBV,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,ABC,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ACE,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ADI,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ADP,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ADS,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AEE,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,AEP,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AES,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,AGCO,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AGNC,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AJG,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ALL,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,AMGN,0,-24500.0,-1,1,2,20250.5
2014-01-08 00:00:00+00:00,AMH,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AMTD,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ARW,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ATVI,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AVGO,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,AVT,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,AXP,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,AXS,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,AZN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BAC,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BAESY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BASFY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BBBY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BBT,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,BC,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,BCE,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BHP,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BLL,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BRCD,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,BRK.B,2,83001.0,0,2,2,41500.5
2014-01-08 00:00:00+00:00,BSX,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BTI,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BUD,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,BXP,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,C,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,CAH,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CAM,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CBS,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,CCE,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CCK,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,CFN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CI,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,CMA,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CMCSA,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CMCSK,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CME,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CMI,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,CMPGY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CMWAY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,COF,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,COH,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,COP,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,COV,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CPYYY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CSCO,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CSL,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CTL,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CTSH,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,CUB,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CVS,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CW,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,CXW,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,D,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DD,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DDAIF,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DE,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DEO,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DFS,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,DGX,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DO,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DOV,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,DOW,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DOX,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DPS,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DPSGY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DTEGY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DUK,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,DVA,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ECIFY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EFX,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EGN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EIX,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EMC,1,75000.5,0,1,1,75000.5
2014-01-08 00:00:00+00:00,EMR,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EOG,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EPD,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EQR,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,EQT,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,ESRX,2,83001.0,0,2,2,41500.5
2014-01-08 00:00:00+00:00,EWBC,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,EXPE,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FCN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FE,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,FITB,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,FL,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FLEX,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FLR,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FLS,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FNF,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,FUL,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,GCI,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,GE,-1,-8000.5,-1,0,1,8000.5
2014-01-08 00:00:00+00:00,GILD,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,GOOGL,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,GPK,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,GPN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,GS,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,GSK,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,HBAN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,HCN,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,HII,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,HON,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,HRS,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,IACI,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,IP,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,ITYBY,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,JNJ,2,40501.0,0,2,2,20250.5
2014-01-08 00:00:00+00:00,JPM,1,32500.5,0,1,1,32500.5
2014-01-08 00:00:00+00:00,KIM,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,KLAC,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,KMB,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,KMP,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,L,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,LBTYK,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,LEA,2,16001.0,0,2,2,8000.5
2014-01-08 00:00:00+00:00,LMCA,1,8000.5,0,1,1,8000.5
2014-01-08 00:00:00+00:00,LMT,2,16001.0,0,2,2,8000.5
